term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster
growth,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,growth,growth,grow
co-existence,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NN,co-exist,co-exist,co-existence
fcc-phases,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NNS,fcc-phase,fcc-phase,fcc-phases
calorimeter,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,calorimet,calorimet,calorimet
cocrfe-,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,cocrfe-,cocrfe-,cocrfe-
product,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,product,product,produc
evaluate,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,evalu,evalu,evalu
912,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,CD,912,912,912
damage,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,damag,damag,dam
released,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBN,releas,releas,releas
cocrfemnni,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,cocrfemnni,cocrfemnni,cocrfemnn
zones,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NNS,zone,zone,zon
vials,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NNS,vial,vial,vial
drop,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,drop,drop,drop
nbmo-,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,nbmo-,nbmo-,nbmo-
nimn,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,nimn,nimn,nimn
tawv,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,tawv,tawv,tawv
verified,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBN,verifi,verifi,ver
fluorescence,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NN,fluoresc,fluoresc,fluoresc
non-ordered,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,JJ,non-ord,non-ord,non-ordered
systematically,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,14,RB,systemat,systemat,system
contained,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBN,contain,contain,contain
covalent,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,coval,coval,cov
uses,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NNS,use,use,us
causes,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NNS,caus,caus,caus
reflect,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,reflect,reflect,reflect
alternative,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,altern,altern,altern
comparable,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,JJ,compar,compar,comp
slow,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,VB,slow,slow,slow
abcdef,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,abcdef,abcdef,abcdef
question,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,question,question,quest
move,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,move,move,mov
mapping,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,map,map,map
predictive,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,predict,predict,predict
modeling,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBG,model,model,model
require,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,requir,requir,requir
depend,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,depend,depend,depend
challenging,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,VBG,challeng,challeng,challeng
studying,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBG,studi,studi,study
accessible,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,JJ,access,access,access
start,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,start,start,start
governed,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBN,govern,govern,govern
called,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,VBN,call,call,cal
enter,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,enter,enter,ent
oplateau,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,oplateau,oplateau,oplateau
wavelength,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,wavelength,wavelength,waveleng
national,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NNP,nation,nation,nat
pet,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,pet,pet,pet
zero-temperature,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,16,NN,zero-temperatur,zero-temperatur,zero-temperature
tyo,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,tyo,tyo,tyo
validated,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBN,valid,valid,valid
interatomic,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,JJ,interatom,interatom,interatom
discuss,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,discuss,discuss,discuss
units,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NNS,unit,unit,unit
specifically,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,RB,specif,specif,spec
right,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,right,right,right
nbmotiai,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,nbmotiai,nbmotiai,nbmotiai
excess,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,excess,excess,excess
competing,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBG,compet,compet,compet
plot,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,plot,plot,plot
completely,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,RB,complet,complet,complet
derivatives,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NNS,deriv,deriv,der
resolved,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBN,resolv,resolv,resolv
possibility,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,possibl,possibl,poss
evolved,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,VBN,evolv,evolv,evolv
solved,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,VBN,solv,solv,solv
583,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,CD,583,583,583
ernzerhof,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,NN,ernzerhof,ernzerhof,ernzerhof
remaining,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBG,remain,remain,remain
burke,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,burk,burk,burk
indentation,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,indent,indent,ind
perdew,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,perdew,perdew,perdew
orbital,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,orbit,orbit,orbit
muffin-tin,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,muffin-tin,muffin-tin,muffin-tin
exact,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,exact,exact,exact
350,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,CD,350,350,350
nan,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,nan,nan,nan
ni-,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,ni-,ni-,ni-
summarized,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,VBN,summar,summar,summ
varvenne,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,varvenn,varvenn,varven
quasi-random,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NN,quasi-random,quasi-random,quasi-random
multi-component,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,15,NN,multi-compon,multi-compon,multi-component
explore,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,explor,explor,expl
reducing,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBG,reduc,reduc,reduc
ones,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NNS,one,one,on
heisenberg,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NNP,heisenberg,heisenberg,heisenberg
non,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,non,non,non
128,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,CD,128,128,128
explains,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NNS,explain,explain,explain
magnetocaloric,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,14,NN,magnetocalor,magnetocalor,magnetoc
yeh,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,yeh,yeh,yeh
towards,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NNS,toward,toward,toward
domain,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,domain,domain,domain
generated,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBN,gener,generat,gen
continuous,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,JJ,continu,continu,continu
construction,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NN,construct,construct,construct
minimizing,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,VBG,minim,minim,minim
successfully,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,RB,success,success,success
intervals,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,NNS,interv,interv,interv
3873,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,CD,3873,3873,3873
date,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,date,date,dat
cluster,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,cluster,cluster,clust
6-parameter,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,6-paramet,6-paramet,6-parameter
c12,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,NN,c12,c12,c12
collective,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,collect,collect,collect
refrigerant,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,refriger,refriger,refrig
111,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,CD,111,111,111
refrigeration,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,13,NN,refriger,refriger,refrig
appropriate,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,appropri,appropri,appropry
averaged,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBD,averag,averag,av
10s,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,3,CD,10,10s,10s
display,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,display,display,display
atomistic,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,JJ,atomist,atomist,atom
ratios,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NNS,ratio,ratio,ratio
formulas,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NNS,formula,formula,formula
character,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,NN,charact,charact,charact
molar,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,molar,molar,mol
replacing,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBG,replac,replac,replac
type-m,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,type-m,type-m,type-m
mbar,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,mbar,mbar,mbar
performing,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,VBG,perform,perform,perform
unlike,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,IN,unlik,unlik,unlik
similarly,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,RB,similarli,similar,simil
attention,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,NN,attent,attent,at
plus,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,CC,plu,plus,plu
hold,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,hold,hold,hold
microscope,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,microscop,microscop,microscop
crystallographic,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,16,JJ,crystallograph,crystallograph,crystallograph
influenced,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,VBN,influenc,influenc,influ
simplicity,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,simplic,simplic,simpl
affected,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,JJ,affect,affect,affect
force,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,forc,forc,forc
as-homogenized,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,14,JJ,as-homogen,as-homogen,as-homogenized
dissociated,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,VBN,dissoci,dissoci,dissocy
evaluated,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBN,evalu,evalu,evalu
reproducibility,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,15,NN,reproduc,reproduc,reproduc
fabricated,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,VBN,fabric,fabric,fabr
contributed,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,VBD,contribut,contribut,contribut
debye-waller,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NN,debye-wal,debye-wal,debye-waller
self-consistent,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,15,NN,self-consist,self-consist,self-consistent
distinguished,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,13,VBN,distinguish,distinguish,distinct
wear,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,wear,wear,wear
affects,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NNS,affect,affect,affect
unfortunately,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,13,RB,unfortun,unfortun,unfortun
spite,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,spite,spite,spit
provided,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,VBN,provid,provid,provid
exceeding,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,VBG,exceed,exceed,excess
rolling,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,VBG,roll,roll,rol
short-range,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NN,short-rang,short-rang,short-range
counterparts,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NNS,counterpart,counterpart,counterpart
ai-ni-ti,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,JJ,ai-ni-ti,ai-ni-ti,ai-ni-t
cocrfenial05ti05,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,16,NN,cocrfenial05ti05,cocrfenial05ti05,cocrfenial05ti05
diagram,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,7,NN,diagram,diagram,diagram
advantage,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,9,NN,advantag,advantag,adv
affect,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,affect,affect,affect
generate,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,gener,generat,gen
references,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NNS,refer,refer,ref
seem,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,NN,seem,seem,seem
configuration,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,13,NN,configur,configur,config
group,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,5,NN,group,group,group
aluminum,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,8,NN,aluminum,aluminum,alumin
copper,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,6,NN,copper,copper,cop
5min,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,4,CD,5min,5min,5min
cocrfenialos,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NN,cocrfenialo,cocrfenialo,cocrfenialo
technologies,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,12,NNS,technolog,technolog,technolog
occupancies,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,11,NNS,occup,occup,occup
hftawptrel,3,0.00010904729017483916,13.16275846009711,0.0014353631412995285,10,NN,hftawptrel,hftawptrel,hftawptrel
